chr,start,end,name,score,value,exp,classre,region1Chrom,region1Start,regionEnd,region1Name,region1Strand,region2Chrom,region2Start,region2End,region2Name
chr2,102844044,103434138,genic|chr2:102843894-102845180,0,27.846618,.,cis,chr2,102844044,102845030,genic|chr2:102843894-102845180,.,chr2,103353364,103434138,TMEM182	+
chr2,102855811,102856801,intergenic|chr2:102856651-102857679,0,16.58153,.,cis,chr2,102856801,102857529,intergenic|chr2:102856651-102857679,.,chr2,102803432,102855811,IL1RL2	+
chr2,102856801,102962560,intergenic|chr2:102856651-102857679,0,16.58153,.,cis,chr2,102856801,102857529,intergenic|chr2:102856651-102857679,.,chr2,102953709,102962560,IL1RL1	+
chr2,102856801,103015235,intergenic|chr2:102856651-102857679,0,16.58153,.,cis,chr2,102856801,102857529,intergenic|chr2:102856651-102857679,.,chr2,102972742,103015235,IL18R1	+
chr2,102856801,103353347,intergenic|chr2:102856651-102857679,0,16.58153,.,cis,chr2,102856801,102857529,intergenic|chr2:102856651-102857679,.,chr2,103331084,103353347,MFSD9	-
chr2,102856801,103434138,intergenic|chr2:102856651-102857679,0,16.58153,.,cis,chr2,102856801,102857529,intergenic|chr2:102856651-102857679,.,chr2,103353364,103434138,TMEM182	+
chr2,102952207,102962560,intergenic|chr2:102952057-102952740,0,1.480311,.,cis,chr2,102952207,102952590,intergenic|chr2:102952057-102952740,.,chr2,102953709,102962560,IL1RL1	+
chr2,102954474,102962560,genic|chr2:102954324-102954907,0,0.88409,.,cis,chr2,102954474,102954757,genic|chr2:102954324-102954907,.,chr2,102953709,102962560,IL1RL1	+
chr2,103352611,103353347,promoter|chr2:103352461-103353614,0,4.256095,.,cis,chr2,103352611,103353464,promoter|chr2:103352461-103353614,.,chr2,103331084,103353347,MFSD9	-
chr2,103352611,103434138,promoter|chr2:103352461-103353614,0,4.256095,.,cis,chr2,103352611,103353464,promoter|chr2:103352461-103353614,.,chr2,103353364,103434138,TMEM182	+
chr2,105022672,105024790,genic|chr2:105022522-105023185,0,0.366924,.,cis,chr2,105022672,105023035,genic|chr2:105022522-105023185,.,chr2,104995307,105024790,LOC100287010	-
chr2,105024790,105888754,genic|chr2:105888604-105889104,0,9.447822,.,cis,chr2,105888754,105888954,genic|chr2:105888604-105889104,.,chr2,104995307,105024790,LOC100287010	-
chr2,105024790,106054213,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,104995307,105024790,LOC100287010	-
chr2,105654063,105654954,promoter|chr2:105653913-105655658,0,12.549108,.,cis,chr2,105654063,105655508,promoter|chr2:105653913-105655658,.,chr2,105552698,105654954,LOC102724691	-
chr2,105654063,105716418,promoter|chr2:105653913-105655658,0,12.549108,.,cis,chr2,105654063,105655508,promoter|chr2:105653913-105655658,.,chr2,105654482,105716418,MRPS9	+
chr2,105654954,105658607,genic|chr2:105658457-105659063,0,2.280176,.,cis,chr2,105658607,105658913,genic|chr2:105658457-105659063,.,chr2,105552698,105654954,LOC102724691	-
chr2,105654954,105669186,genic|chr2:105669036-105669709,0,2.744402,.,cis,chr2,105669186,105669559,genic|chr2:105669036-105669709,.,chr2,105552698,105654954,LOC102724691	-
chr2,105654954,105888754,genic|chr2:105888604-105889104,0,9.447822,.,cis,chr2,105888754,105888954,genic|chr2:105888604-105889104,.,chr2,105552698,105654954,LOC102724691	-
chr2,105654954,106054213,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,105552698,105654954,LOC102724691	-
chr2,105658607,105716418,genic|chr2:105658457-105659063,0,2.280176,.,cis,chr2,105658607,105658913,genic|chr2:105658457-105659063,.,chr2,105654482,105716418,MRPS9	+
chr2,105669186,105716418,genic|chr2:105669036-105669709,0,2.744402,.,cis,chr2,105669186,105669559,genic|chr2:105669036-105669709,.,chr2,105654482,105716418,MRPS9	+
chr2,105716418,105888754,genic|chr2:105888604-105889104,0,9.447822,.,cis,chr2,105888754,105888954,genic|chr2:105888604-105889104,.,chr2,105654482,105716418,MRPS9	+
chr2,105716418,106054213,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,105654482,105716418,MRPS9	+
chr2,105888087,105946171,genic|chr2:105887937-105888579,0,6.527346,.,cis,chr2,105888087,105888429,genic|chr2:105887937-105888579,.,chr2,105880846,105946171,TGFBRAP1	-
chr2,105888087,105965271,genic|chr2:105887937-105888579,0,6.527346,.,cis,chr2,105888087,105888429,genic|chr2:105887937-105888579,.,chr2,105953815,105965271,C2orf49	+
chr2,105888754,105946171,genic|chr2:105888604-105889104,0,9.447822,.,cis,chr2,105888754,105888954,genic|chr2:105888604-105889104,.,chr2,105880846,105946171,TGFBRAP1	-
chr2,105888754,105965271,genic|chr2:105888604-105889104,0,9.447822,.,cis,chr2,105888754,105888954,genic|chr2:105888604-105889104,.,chr2,105953815,105965271,C2orf49	+
chr2,105946171,105953473,promoter|chr2:105953323-105954227,0,9.609254,.,cis,chr2,105953473,105954077,promoter|chr2:105953323-105954227,.,chr2,105880846,105946171,TGFBRAP1	-
chr2,105946171,106054213,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,105880846,105946171,TGFBRAP1	-
chr2,105953473,105965271,promoter|chr2:105953323-105954227,0,9.609254,.,cis,chr2,105953473,105954077,promoter|chr2:105953323-105954227,.,chr2,105953815,105965271,C2orf49	+
chr2,105965271,106054213,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,105953815,105965271,C2orf49	+
chr2,106005389,106015681,genic|chr2:106005239-106006000,0,3.848863,.,cis,chr2,106005389,106005850,genic|chr2:106005239-106006000,.,chr2,105977282,106015681,FHL2	-
chr2,106013283,106015681,genic|chr2:106013133-106013633,0,3.201841,.,cis,chr2,106013283,106013483,genic|chr2:106013133-106013633,.,chr2,105977282,106015681,FHL2	-
chr2,106015143,106015681,promoter|chr2:106014993-106015931,0,4.981041,.,cis,chr2,106015143,106015781,promoter|chr2:106014993-106015931,.,chr2,105977282,106015681,FHL2	-
chr2,106015681,106022736,intergenic|chr2:106022586-106023086,0,1.642069,.,cis,chr2,106022736,106022936,intergenic|chr2:106022586-106023086,.,chr2,105977282,106015681,FHL2	-
chr2,106015681,106034952,intergenic|chr2:106034802-106035412,0,2.46928,.,cis,chr2,106034952,106035262,intergenic|chr2:106034802-106035412,.,chr2,105977282,106015681,FHL2	-
chr2,106015681,106054213,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,105977282,106015681,FHL2	-
chr2,106015681,106076966,intergenic|chr2:106076816-106077316,0,4.40542,.,cis,chr2,106076966,106077166,intergenic|chr2:106076816-106077316,.,chr2,105977282,106015681,FHL2	-
chr2,106054213,106510730,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,106361519,106510730,NCK2	+
chr2,106054213,106810795,intergenic|chr2:106054063-106055270,0,19.826441,.,cis,chr2,106054213,106055120,intergenic|chr2:106054063-106055270,.,chr2,106709758,106810795,UXS1	-
chr2,106192903,106510730,intergenic|chr2:106192753-106193867,0,7.312678,.,cis,chr2,106192903,106193717,intergenic|chr2:106192753-106193867,.,chr2,106361519,106510730,NCK2	+
chr2,106192903,106810795,intergenic|chr2:106192753-106193867,0,7.312678,.,cis,chr2,106192903,106193717,intergenic|chr2:106192753-106193867,.,chr2,106709758,106810795,UXS1	-
chr2,106357625,106510730,intergenic|chr2:106357475-106358074,0,1.888509,.,cis,chr2,106357625,106357924,intergenic|chr2:106357475-106358074,.,chr2,106361519,106510730,NCK2	+
chr2,106360769,106510730,promoter|chr2:106360619-106361769,0,4.108227,.,cis,chr2,106360769,106361619,promoter|chr2:106360619-106361769,.,chr2,106361519,106510730,NCK2	+
chr2,106364451,106510730,genic|chr2:106364301-106364874,0,4.739451,.,cis,chr2,106364451,106364724,genic|chr2:106364301-106364874,.,chr2,106361519,106510730,NCK2	+
chr2,106366015,106510730,genic|chr2:106365865-106366494,0,3.578512,.,cis,chr2,106366015,106366344,genic|chr2:106365865-106366494,.,chr2,106361519,106510730,NCK2	+
chr2,106731860,106810795,genic|chr2:106731710-106732669,0,3.659977,.,cis,chr2,106731860,106732519,genic|chr2:106731710-106732669,.,chr2,106709758,106810795,UXS1	-
chr2,106777483,106810795,genic|chr2:106777333-106777948,0,3.421193,.,cis,chr2,106777483,106777798,genic|chr2:106777333-106777948,.,chr2,106709758,106810795,UXS1	-
chr2,106778473,106810795,genic|chr2:106778323-106779309,0,6.910288,.,cis,chr2,106778473,106779159,genic|chr2:106778323-106779309,.,chr2,106709758,106810795,UXS1	-
chr2,106809430,106810795,genic|chr2:106809280-106809780,0,0.918337,.,cis,chr2,106809430,106809630,genic|chr2:106809280-106809780,.,chr2,106709758,106810795,UXS1	-
chr2,106810604,106810795,promoter|chr2:106810454-106811161,0,6.104156,.,cis,chr2,106810604,106811011,promoter|chr2:106810454-106811161,.,chr2,106709758,106810795,UXS1	-
chr2,108741296,108926371,intergenic|chr2:108741146-108742422,0,13.682099,.,cis,chr2,108741296,108742272,intergenic|chr2:108741146-108742422,.,chr2,108905094,108926371,SULT1C2	+
chr2,108741296,109005426,intergenic|chr2:108741146-108742422,0,13.682099,.,cis,chr2,108741296,108742272,intergenic|chr2:108741146-108742422,.,chr2,108994366,109005426,SULT1C4	+
chr2,108741296,109125854,intergenic|chr2:108741146-108742422,0,13.682099,.,cis,chr2,108741296,108742272,intergenic|chr2:108741146-108742422,.,chr2,109065576,109125854,GCC2	+
chr2,108741296,109150675,intergenic|chr2:108741146-108742422,0,13.682099,.,cis,chr2,108741296,108742272,intergenic|chr2:108741146-108742422,.,chr2,109123996,109150675,GCC2-AS1	-
chr2,108741296,109402267,intergenic|chr2:108741146-108742422,0,13.682099,.,cis,chr2,108741296,108742272,intergenic|chr2:108741146-108742422,.,chr2,109335936,109402267,RANBP2	+
chr2,108741296,109493047,intergenic|chr2:108741146-108742422,0,13.682099,.,cis,chr2,108741296,108742272,intergenic|chr2:108741146-108742422,.,chr2,109403205,109493047,CCDC138	+
chr2,108926371,109211244,genic|chr2:109211094-109211971,0,6.571375,.,cis,chr2,109211244,109211821,genic|chr2:109211094-109211971,.,chr2,108905094,108926371,SULT1C2	+
chr2,108926371,109253815,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,108905094,108926371,SULT1C2	+
chr2,108926371,109278493,genic|chr2:109278343-109279077,0,3.090804,.,cis,chr2,109278493,109278927,genic|chr2:109278343-109279077,.,chr2,108905094,108926371,SULT1C2	+
chr2,108984003,109005426,intergenic|chr2:108983853-108984353,0,1.961974,.,cis,chr2,108984003,108984203,intergenic|chr2:108983853-108984353,.,chr2,108994366,109005426,SULT1C4	+
chr2,108994046,109005426,promoter|chr2:108993896-108995219,0,9.07072,.,cis,chr2,108994046,108995069,promoter|chr2:108993896-108995219,.,chr2,108994366,109005426,SULT1C4	+
chr2,109005426,109211244,genic|chr2:109211094-109211971,0,6.571375,.,cis,chr2,109211244,109211821,genic|chr2:109211094-109211971,.,chr2,108994366,109005426,SULT1C4	+
chr2,109005426,109253815,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,108994366,109005426,SULT1C4	+
chr2,109065121,109125854,promoter|chr2:109064971-109066202,0,10.802335,.,cis,chr2,109065121,109066052,promoter|chr2:109064971-109066202,.,chr2,109065576,109125854,GCC2	+
chr2,109070994,109125854,genic|chr2:109070844-109071344,0,2.197171,.,cis,chr2,109070994,109071194,genic|chr2:109070844-109071344,.,chr2,109065576,109125854,GCC2	+
chr2,109125854,109211244,genic|chr2:109211094-109211971,0,6.571375,.,cis,chr2,109211244,109211821,genic|chr2:109211094-109211971,.,chr2,109065576,109125854,GCC2	+
chr2,109125854,109253815,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,109065576,109125854,GCC2	+
chr2,109150155,109150675,promoter|chr2:109150005-109151840,0,15.282472,.,cis,chr2,109150155,109151690,promoter|chr2:109150005-109151840,.,chr2,109123996,109150675,GCC2-AS1	-
chr2,109150675,109169034,intergenic|chr2:109168884-109170091,0,2.957133,.,cis,chr2,109169034,109169941,intergenic|chr2:109168884-109170091,.,chr2,109123996,109150675,GCC2-AS1	-
chr2,109150675,109211244,genic|chr2:109211094-109211971,0,6.571375,.,cis,chr2,109211244,109211821,genic|chr2:109211094-109211971,.,chr2,109123996,109150675,GCC2-AS1	-
chr2,109150675,109253815,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,109123996,109150675,GCC2-AS1	-
chr2,109150675,109278493,genic|chr2:109278343-109279077,0,3.090804,.,cis,chr2,109278493,109278927,genic|chr2:109278343-109279077,.,chr2,109123996,109150675,GCC2-AS1	-
chr2,109196198,109303702,intergenic|chr2:109196048-109196548,0,0.867564,.,cis,chr2,109196198,109196398,intergenic|chr2:109196048-109196548,.,chr2,109204756,109303702,LIMS1	+
chr2,109200463,109303702,intergenic|chr2:109200313-109200813,0,1.364565,.,cis,chr2,109200463,109200663,intergenic|chr2:109200313-109200813,.,chr2,109204756,109303702,LIMS1	+
chr2,109201969,109303702,intergenic|chr2:109201819-109202319,0,1.803272,.,cis,chr2,109201969,109202169,intergenic|chr2:109201819-109202319,.,chr2,109204756,109303702,LIMS1	+
chr2,109204011,109303702,promoter|chr2:109203861-109205006,0,12.534312,.,cis,chr2,109204011,109204856,promoter|chr2:109203861-109205006,.,chr2,109204756,109303702,LIMS1	+
chr2,109210675,109303702,genic|chr2:109210525-109211025,0,2.637325,.,cis,chr2,109210675,109210875,genic|chr2:109210525-109211025,.,chr2,109204756,109303702,LIMS1	+
chr2,109211244,109303702,genic|chr2:109211094-109211971,0,6.571375,.,cis,chr2,109211244,109211821,genic|chr2:109211094-109211971,.,chr2,109204756,109303702,LIMS1	+
chr2,109211244,109402267,genic|chr2:109211094-109211971,0,6.571375,.,cis,chr2,109211244,109211821,genic|chr2:109211094-109211971,.,chr2,109335936,109402267,RANBP2	+
chr2,109253815,109303702,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,109204756,109303702,LIMS1	+
chr2,109253815,109402267,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,109335936,109402267,RANBP2	+
chr2,109253815,109493047,genic|chr2:109253665-109254255,0,8.657943,.,cis,chr2,109253815,109254105,genic|chr2:109253665-109254255,.,chr2,109403205,109493047,CCDC138	+
chr2,109278493,109402267,genic|chr2:109278343-109279077,0,3.090804,.,cis,chr2,109278493,109278927,genic|chr2:109278343-109279077,.,chr2,109335936,109402267,RANBP2	+
chr2,109335561,109402267,promoter|chr2:109335411-109336411,0,11.916108,.,cis,chr2,109335561,109336261,promoter|chr2:109335411-109336411,.,chr2,109335936,109402267,RANBP2	+
chr2,109402689,109493047,promoter|chr2:109402539-109403731,0,6.390586,.,cis,chr2,109402689,109403581,promoter|chr2:109402539-109403731,.,chr2,109403205,109493047,CCDC138	+
chr2,110312376,110371783,genic|chr2:110312226-110312726,0,4.351419,.,cis,chr2,110312376,110312576,genic|chr2:110312226-110312726,.,chr2,110300373,110371783,SEPT10	-
chr2,110312376,110376564,genic|chr2:110312226-110312726,0,4.351419,.,cis,chr2,110312376,110312576,genic|chr2:110312226-110312726,.,chr2,110371910,110376564,SOWAHC	+
chr2,110317938,110371783,genic|chr2:110317788-110318288,0,3.650923,.,cis,chr2,110317938,110318138,genic|chr2:110317788-110318288,.,chr2,110300373,110371783,SEPT10	-
chr2,110317938,110376564,genic|chr2:110317788-110318288,0,3.650923,.,cis,chr2,110317938,110318138,genic|chr2:110317788-110318288,.,chr2,110371910,110376564,SOWAHC	+
chr2,110362286,110371783,genic|chr2:110362136-110362733,0,3.000797,.,cis,chr2,110362286,110362583,genic|chr2:110362136-110362733,.,chr2,110300373,110371783,SEPT10	-
chr2,110362286,110376564,genic|chr2:110362136-110362733,0,3.000797,.,cis,chr2,110362286,110362583,genic|chr2:110362136-110362733,.,chr2,110371910,110376564,SOWAHC	+
chr2,110365469,110371783,genic|chr2:110365319-110366054,0,2.674198,.,cis,chr2,110365469,110365904,genic|chr2:110365319-110366054,.,chr2,110300373,110371783,SEPT10	-
chr2,110365469,110376564,genic|chr2:110365319-110366054,0,2.674198,.,cis,chr2,110365469,110365904,genic|chr2:110365319-110366054,.,chr2,110371910,110376564,SOWAHC	+
chr2,110370556,110371783,promoter|chr2:110370406-110372433,0,21.066667,.,cis,chr2,110370556,110372283,promoter|chr2:110370406-110372433,.,chr2,110300373,110371783,SEPT10	-
chr2,110370556,110376564,promoter|chr2:110370406-110372433,0,21.066667,.,cis,chr2,110370556,110372283,promoter|chr2:110370406-110372433,.,chr2,110371910,110376564,SOWAHC	+
chr2,110371783,110401906,intergenic|chr2:110401756-110402813,0,6.43389,.,cis,chr2,110401906,110402663,intergenic|chr2:110401756-110402813,.,chr2,110300373,110371783,SEPT10	-
chr2,110371783,110448391,intergenic|chr2:110448241-110448897,0,5.298126,.,cis,chr2,110448391,110448747,intergenic|chr2:110448241-110448897,.,chr2,110300373,110371783,SEPT10	-
chr2,110376564,110401906,intergenic|chr2:110401756-110402813,0,6.43389,.,cis,chr2,110401906,110402663,intergenic|chr2:110401756-110402813,.,chr2,110371910,110376564,SOWAHC	+
chr2,110376564,110448391,intergenic|chr2:110448241-110448897,0,5.298126,.,cis,chr2,110448391,110448747,intergenic|chr2:110448241-110448897,.,chr2,110371910,110376564,SOWAHC	+
chr2,110858832,110962639,genic|chr2:110858682-110859350,0,9.428108,.,cis,chr2,110858832,110859200,genic|chr2:110858682-110859350,.,chr2,110880913,110962639,NPHP1	-
chr2,110962639,110969547,genic|chr2:110969397-110970582,0,4.753095,.,cis,chr2,110969547,110970432,genic|chr2:110969397-110970582,.,chr2,110880913,110962639,NPHP1	-
chr2,111432229,111435684,genic|chr2:111432079-111432678,0,3.914786,.,cis,chr2,111432229,111432528,genic|chr2:111432079-111432678,.,chr2,111395274,111435684,BUB1	-
chr2,111432898,111435684,genic|chr2:111432748-111433361,0,5.063474,.,cis,chr2,111432898,111433211,genic|chr2:111432748-111433361,.,chr2,111395274,111435684,BUB1	-
chr2,111435584,111435684,promoter|chr2:111435434-111435973,0,7.569756,.,cis,chr2,111435584,111435823,promoter|chr2:111435434-111435973,.,chr2,111395274,111435684,BUB1	-
chr2,111435684,111436809,intergenic|chr2:111436659-111437426,0,3.030078,.,cis,chr2,111436809,111437276,intergenic|chr2:111436659-111437426,.,chr2,111395274,111435684,BUB1	-
chr2,111435684,111474608,intergenic|chr2:111474458-111475061,0,6.133159,.,cis,chr2,111474608,111474911,intergenic|chr2:111474458-111475061,.,chr2,111395274,111435684,BUB1	-
chr2,111874673,111926022,genic|chr2:111874523-111875023,0,0.946012,.,cis,chr2,111874673,111874873,genic|chr2:111874523-111875023,.,chr2,111878490,111926022,BCL2L11	+
chr2,111878002,111926022,promoter|chr2:111877852-111878740,0,5.006325,.,cis,chr2,111878002,111878590,promoter|chr2:111877852-111878740,.,chr2,111878490,111926022,BCL2L11	+
chr2,111880017,111926022,genic|chr2:111879867-111881080,0,11.938819,.,cis,chr2,111880017,111880930,genic|chr2:111879867-111881080,.,chr2,111878490,111926022,BCL2L11	+
chr2,111926022,112456531,intergenic|chr2:112456381-112457121,0,6.068471,.,cis,chr2,112456531,112456971,intergenic|chr2:112456381-112457121,.,chr2,111878490,111926022,BCL2L11	+
chr2,112641208,112641741,promoter|chr2:112641058-112642481,0,7.714301,.,cis,chr2,112641208,112642331,promoter|chr2:112641058-112642481,.,chr2,112525213,112641741,ANAPC1	-
chr2,112641741,112715693,genic|chr2:112715543-112716477,0,7.387464,.,cis,chr2,112715693,112716327,genic|chr2:112715543-112716477,.,chr2,112525213,112641741,ANAPC1	-
chr2,112641741,112811672,promoter|chr2:112811522-112813058,0,24.635161,.,cis,chr2,112811672,112812908,promoter|chr2:112811522-112813058,.,chr2,112525213,112641741,ANAPC1	-
chr2,112641741,112813621,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,112525213,112641741,ANAPC1	-
chr2,112641741,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,112525213,112641741,ANAPC1	-
chr2,112655369,112786945,promoter|chr2:112655219-112656440,0,11.964478,.,cis,chr2,112655369,112656290,promoter|chr2:112655219-112656440,.,chr2,112656190,112786945,MERTK	+
chr2,112658390,112786945,genic|chr2:112658240-112658996,0,2.036672,.,cis,chr2,112658390,112658846,genic|chr2:112658240-112658996,.,chr2,112656190,112786945,MERTK	+
chr2,112703650,112786945,genic|chr2:112703500-112704647,0,5.537117,.,cis,chr2,112703650,112704497,genic|chr2:112703500-112704647,.,chr2,112656190,112786945,MERTK	+
chr2,112715693,112786945,genic|chr2:112715543-112716477,0,7.387464,.,cis,chr2,112715693,112716327,genic|chr2:112715543-112716477,.,chr2,112656190,112786945,MERTK	+
chr2,112741237,112786945,genic|chr2:112741087-112741854,0,4.229443,.,cis,chr2,112741237,112741704,genic|chr2:112741087-112741854,.,chr2,112656190,112786945,MERTK	+
chr2,112744066,112786945,genic|chr2:112743916-112744663,0,4.237356,.,cis,chr2,112744066,112744513,genic|chr2:112743916-112744663,.,chr2,112656190,112786945,MERTK	+
chr2,112786945,112813621,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,112656190,112786945,MERTK	+
chr2,112811672,112876895,promoter|chr2:112811522-112813058,0,24.635161,.,cis,chr2,112811672,112812908,promoter|chr2:112811522-112813058,.,chr2,112812799,112876895,TMEM87B	+
chr2,112813621,112876895,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,112812799,112876895,TMEM87B	+
chr2,112813621,112945791,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,112895961,112945791,FBLN7	+
chr2,112813621,113012664,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,112973438,113012664,ZC3H8	-
chr2,112813621,113290222,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,113239742,113290222,TTL	+
chr2,112813621,113299789,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,113299232,113299789,LOC105373562	-
chr2,112813621,113334729,genic|chr2:112813471-112814254,0,8.393852,.,cis,chr2,112813621,112814104,genic|chr2:112813471-112814254,.,chr2,113299491,113334729,POLR1B	+
chr2,112814620,112876895,genic|chr2:112814470-112814970,0,1.946946,.,cis,chr2,112814620,112814820,genic|chr2:112814470-112814970,.,chr2,112812799,112876895,TMEM87B	+
chr2,112876895,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,112812799,112876895,TMEM87B	+
chr2,112945791,113894545,intergenic|chr2:113894395-113896399,0,21.909927,.,cis,chr2,113894545,113896249,intergenic|chr2:113894395-113896399,.,chr2,112895961,112945791,FBLN7	+
chr2,112945791,113924708,intergenic|chr2:113924558-113925453,0,17.695342,.,cis,chr2,113924708,113925303,intergenic|chr2:113924558-113925453,.,chr2,112895961,112945791,FBLN7	+
chr2,112945791,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,112895961,112945791,FBLN7	+
chr2,113012060,113012664,promoter|chr2:113011910-113012945,0,6.900643,.,cis,chr2,113012060,113012795,promoter|chr2:113011910-113012945,.,chr2,112973438,113012664,ZC3H8	-
chr2,113012664,113017086,intergenic|chr2:113016936-113017436,0,0.891209,.,cis,chr2,113017086,113017286,intergenic|chr2:113016936-113017436,.,chr2,112973438,113012664,ZC3H8	-
chr2,113012664,113029651,intergenic|chr2:113029501-113030082,0,4.468715,.,cis,chr2,113029651,113029932,intergenic|chr2:113029501-113030082,.,chr2,112973438,113012664,ZC3H8	-
chr2,113012664,113032961,promoter|chr2:113032811-113033978,0,25.197924,.,cis,chr2,113032961,113033828,promoter|chr2:113032811-113033978,.,chr2,112973438,113012664,ZC3H8	-
chr2,113012664,113894545,intergenic|chr2:113894395-113896399,0,21.909927,.,cis,chr2,113894545,113896249,intergenic|chr2:113894395-113896399,.,chr2,112973438,113012664,ZC3H8	-
chr2,113012664,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,112973438,113012664,ZC3H8	-
chr2,113029651,113097640,intergenic|chr2:113029501-113030082,0,4.468715,.,cis,chr2,113029651,113029932,intergenic|chr2:113029501-113030082,.,chr2,113033177,113097640,ZC3H6	+
chr2,113032961,113097640,promoter|chr2:113032811-113033978,0,25.197924,.,cis,chr2,113032961,113033828,promoter|chr2:113032811-113033978,.,chr2,113033177,113097640,ZC3H6	+
chr2,113238693,113290222,promoter|chr2:113238543-113240554,0,8.056077,.,cis,chr2,113238693,113240404,promoter|chr2:113238543-113240554,.,chr2,113239742,113290222,TTL	+
chr2,113240742,113290222,genic|chr2:113240592-113241092,0,1.47378,.,cis,chr2,113240742,113240942,genic|chr2:113240592-113241092,.,chr2,113239742,113290222,TTL	+
chr2,113290222,113894545,intergenic|chr2:113894395-113896399,0,21.909927,.,cis,chr2,113894545,113896249,intergenic|chr2:113894395-113896399,.,chr2,113239742,113290222,TTL	+
chr2,113290222,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,113239742,113290222,TTL	+
chr2,113299391,113299789,promoter|chr2:113299241-113300231,0,9.339358,.,cis,chr2,113299391,113300081,promoter|chr2:113299241-113300231,.,chr2,113299232,113299789,LOC105373562	-
chr2,113299391,113334729,promoter|chr2:113299241-113300231,0,9.339358,.,cis,chr2,113299391,113300081,promoter|chr2:113299241-113300231,.,chr2,113299491,113334729,POLR1B	+
chr2,113299789,113894545,intergenic|chr2:113894395-113896399,0,21.909927,.,cis,chr2,113894545,113896249,intergenic|chr2:113894395-113896399,.,chr2,113299232,113299789,LOC105373562	-
chr2,113299789,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,113299232,113299789,LOC105373562	-
chr2,113334729,113894545,intergenic|chr2:113894395-113896399,0,21.909927,.,cis,chr2,113894545,113896249,intergenic|chr2:113894395-113896399,.,chr2,113299491,113334729,POLR1B	+
chr2,113334729,113997823,genic|chr2:113997673-113999011,0,29.849321,.,cis,chr2,113997823,113998861,genic|chr2:113997673-113999011,.,chr2,113299491,113334729,POLR1B	+
chr2,113339927,113346617,intergenic|chr2:113339777-113340277,0,1.075295,.,cis,chr2,113339927,113340127,intergenic|chr2:113339777-113340277,.,chr2,113342013,113346617,CHCHD5	+
chr2,113341690,113346617,promoter|chr2:113341540-113342666,0,23.339052,.,cis,chr2,113341690,113342516,promoter|chr2:113341540-113342666,.,chr2,113342013,113346617,CHCHD5	+
