chr,start,end,score
chr2,5286769,5288241,0.797948234
chr2,5288244,5289348,0.381996269
chr2,5289359,5290831,0.328396756
chr2,5290831,5292303,0.573696853
chr2,5292303,5293775,0.645292158
chr2,5293775,5295247,0.56696332
chr2,5295247,5296719,0.434103261
chr2,5296719,5298191,0.357689291
chr2,5298191,5299663,0.413654908
chr2,5299663,5301135,0.40667636
chr2,5301135,5302607,0.276359685
chr2,5302607,5304079,0.26031043
chr2,5304079,5305551,0.441847843
chr2,5305551,5306655,0.34534885
chr2,5306658,5308130,0.402377751
chr2,5308130,5309602,0.677133146
chr2,5309602,5311074,0.409307065
chr2,5311074,5312546,0.321136538
chr2,5312546,5314018,0.558599559
chr2,5314018,5315490,0.514956408
chr2,5315490,5316670,0.408555663
chr2,5316670,5318142,0.341539616
chr2,5318142,5319449,0.388450148
chr2,5319449,5320921,0.423113217
chr2,5320959,5322431,0.355421687
chr2,5322431,5323903,0.392610309
chr2,5323903,5325375,0.448641279
chr2,5325375,5326479,0.504385965
chr2,5326605,5328077,0.342554736
chr2,5328077,5329549,0.291316342
chr2,5329549,5331021,0.355062413
chr2,5331101,5332573,0.246035113
chr2,5332573,5334045,0.265660377
chr2,5334045,5335517,0.326293112
chr2,5335517,5336989,0.500829891
chr2,5336989,5338461,0.748903654
chr2,5338461,5339933,0.443798278
chr2,5339933,5341405,0.430244529
chr2,5341405,5342509,0.287431694
chr2,5342624,5344096,0.549576753
chr2,5344096,5345568,0.460367289
chr2,5345568,5347040,0.476970092
chr2,5347040,5348512,0.447177117
chr2,5348649,5350121,0.32848392
chr2,5350148,5351620,0.394225535
chr2,5351620,5353092,0.49645696
chr2,5353092,5354564,0.505298905
chr2,5354564,5356036,0.647479638
chr2,5356036,5357140,0.164166673
chr2,5357170,5358642,0.294022998
chr2,5358642,5360114,0.377461892
chr2,5360114,5361226,0.321286564
chr2,5361226,5362698,0.271333886
chr2,5362698,5364170,0.409433452
chr2,5364170,5365374,0.238986563
chr2,5365374,5366846,0.399363092
chr2,5366907,5368011,0.4790174
chr2,5368132,5369604,0.257840015
chr2,5369604,5370708,0.252483084
chr2,5370709,5372181,0.4368
chr2,5372569,5374041,0.466304364
chr2,5374041,5375513,0.354358961
chr2,5375513,5376985,0.2816609
chr2,5376985,5378457,0.597900764
chr2,5378457,5379752,7.489715055
chr2,5379752,5381224,0.351426622
chr2,5381224,5382696,0.479619565
chr2,5382696,5383800,0.637692378
chr2,5383939,5385411,0.382328199
chr2,5385411,5386758,0.439554326
chr2,5386758,5388230,0.352068966
chr2,5388230,5389702,0.396535293
chr2,5389702,5391174,0.283967391
chr2,5391174,5392646,0.391544118
chr2,5392646,5394118,0.53851903
chr2,5394118,5395590,0.482505056
chr2,5395837,5397309,0.428148641
chr2,5397309,5398781,0.356589649
chr2,5398781,5400253,0.241983683
chr2,5400253,5401725,0.307794007
chr2,5401725,5403197,0.235959602
chr2,5403197,5404669,0.533260884
chr2,5404669,5406141,0.568915185
chr2,5406141,5407613,0.366440193
chr2,5407613,5409085,0.463247299
chr2,5409085,5410557,0.304329303
chr2,5410557,5412029,0.423938489
chr2,5412029,5413501,0.588283375
chr2,5413501,5414973,0.410596527
chr2,5414973,5416160,0.309109097
chr2,5416251,5417723,0.4597826
chr2,5417723,5419195,0.498586986
chr2,5419195,5420667,0.305015953
chr2,5420667,5422139,0.373980978
chr2,5422139,5423611,0.465776907
chr2,5423611,5425083,0.279218883
chr2,5425083,5426370,0.639654142
chr2,5426370,5427842,0.436563405
chr2,5427842,5429314,0.301098901
chr2,5429314,5430786,0.276129527
chr2,5430786,5431895,0.511288644
chr2,5431895,5433122,0.379288437
chr2,5433122,5434594,0.375815184
chr2,5434594,5435698,0.48958556
chr2,5435709,5437181,0.217288971
chr2,5437181,5438653,0.604171172
chr2,5438653,5440125,0.338926647
chr2,5440125,5441597,0.366935484
chr2,5441597,5443069,0.428328804
chr2,5443069,5444541,0.423936554
chr2,5444541,5445686,0.391345249
chr2,5445686,5447158,0.393361911
chr2,5447158,5448630,0.314841255
chr2,5448680,5450152,0.71923231
chr2,5450152,5451624,0.449252751
chr2,5451624,5453096,0.421480967
chr2,5453096,5454523,0.580745793
chr2,5454523,5455995,0.450312532
chr2,5455995,5457467,0.60437501
chr2,5457467,5458939,0.230856234
chr2,5458939,5460043,0.486763339
chr2,5460342,5461814,0.420647161
chr2,5461814,5463286,0.298632123
chr2,5463286,5464439,0.293126803
chr2,5464439,5465911,0.619428971
chr2,5465992,5467329,0.42127659
chr2,5467329,5468801,0.33718596
chr2,5468801,5470273,0.394415862
chr2,5470273,5471745,0.309098665
chr2,5471745,5473217,0.388586957
chr2,5473217,5474689,0.323424069
chr2,5474689,5476161,0.426226166
chr2,5476161,5477633,0.493070602
chr2,5477633,5479105,0.349261097
chr2,5479105,5480364,0.214397658
chr2,5480364,5481836,0.389741856
chr2,5481836,5482940,0.305026165
chr2,5483147,5484571,0.461354594
chr2,5484571,5486043,0.317762679
chr2,5486043,5487494,0.405705053
chr2,5487494,5488966,0.336603212
chr2,5488966,5490432,0.334264432
chr2,5490432,5491590,0.270467313
chr2,5491590,5492694,0.348432419
chr2,5492798,5494270,0.264534884
chr2,5494678,5496150,0.262771731
chr2,5496150,5497293,0.214502178
chr2,5497386,5498538,0.397232478
chr2,5498538,5499666,0.307717048
chr2,5499666,5501138,0.436888612
chr2,5501138,5502610,0.403926723
chr2,5502610,5504082,0.580699755
chr2,5504082,5505554,0.507671199
chr2,5505554,5507026,0.633572396
chr2,5507026,5508498,0.469728601
chr2,5508498,5509670,0.398370958
chr2,5509670,5511142,0.465625017
chr2,5511142,5512614,0.346739126
chr2,5512614,5514086,0.448698885
chr2,5514103,5515207,0.2360775
chr2,5515966,5517438,0.354601389
chr2,5517438,5518910,0.593193013
chr2,5518910,5520382,0.62580403
chr2,5520382,5521854,0.580163043
chr2,5521854,5523326,0.393642043
chr2,5523326,5524798,0.546385931
chr2,5524798,5526270,0.394113301
chr2,5526270,5527742,0.37767125
chr2,5527742,5529005,0.335934501
chr2,5529005,5530477,0.526534667
chr2,5530477,5531949,0.502517986
chr2,5531949,5533075,0.400457701
chr2,5533075,5534547,0.568483097
chr2,5534574,5535833,0.514901559
chr2,5535833,5537305,0.438790777
chr2,5537305,5538777,0.27072015
chr2,5538777,5540249,0.203646581
chr2,5540249,5541721,0.310623723
chr2,5541721,5542982,0.33551912
chr2,5542982,5544454,0.377291365
chr2,5544454,5545926,0.393874162
chr2,5546868,5548264,0.266211604
chr2,5548478,5549664,0.36677116
chr2,5549664,5551136,0.345856003
chr2,5551136,5552608,0.580706513
chr2,5552608,5554080,0.397664835
chr2,5554080,5554448,0.341830085
chr2,5561590,5563062,0.307941964
chr2,5563062,5564166,0.378333302
chr2,5564180,5565548,0.389253743
chr2,5565548,5567020,0.573854883
chr2,5567020,5568124,0.338638769
chr2,5568397,5569869,0.315405598
chr2,5569869,5571341,0.313179348
chr2,5571341,5572813,0.282230229
chr2,5572813,5574153,0.48874112
chr2,5574153,5575625,0.309453106
chr2,5575625,5577097,0.368534483
chr2,5577097,5578569,0.510688639
chr2,5578569,5580041,0.364538068
chr2,5580041,5581513,0.45553268
chr2,5581513,5582664,0.195571569
chr2,5582664,5584136,0.425778557
chr2,5584136,5585608,0.447994459
chr2,5585905,5587009,0.39
chr2,5587206,5588523,0.272407419
chr2,5588523,5589995,0.354946584
chr2,5589995,5591467,0.378983977
chr2,5591467,5592939,0.420913598
chr2,5592939,5594411,0.395402299
chr2,5594411,5595883,0.345812818
chr2,5595883,5597355,0.452195139
chr2,5597355,5598827,0.492547574
chr2,5598827,5599991,0.378727306
chr2,5599991,5601463,0.512839608
chr2,5601463,5602935,0.57143344
chr2,5602935,5604407,0.319680409
chr2,5604407,5605551,0.507171879
chr2,5605551,5607023,0.327688374
chr2,5607023,5608495,0.433831547
chr2,5608495,5609967,0.483126387
chr2,5609967,5611071,0.500146306
chr2,5611083,5612555,0.450782998
chr2,5612561,5614033,0.433016321
chr2,5614033,5615505,0.696834232
chr2,5615505,5616977,0.359442918
chr2,5616977,5618449,0.368754263
chr2,5618449,5619921,0.479431563
chr2,5619921,5621393,0.622384937
chr2,5621393,5622865,0.442753113
chr2,5622865,5624337,0.550903528
chr2,5624337,5625809,0.357194245
chr2,5625858,5627330,0.397544372
chr2,5627330,5628802,0.439062533
chr2,5628802,5630274,0.453208946
chr2,5630274,5631746,0.487174203
chr2,5631746,5633218,0.507251235
chr2,5633218,5634690,0.413926664
chr2,5634690,5636162,0.618063802
chr2,5636162,5637634,0.781888547
chr2,5637634,5638756,0.294736862
chr2,5638771,5640243,0.384324711
chr2,5640243,5641715,0.426597582
chr2,5641715,5643187,0.442749191
chr2,5643187,5644302,0.43849129
chr2,5644302,5645424,0.55732347
chr2,5645424,5646896,0.334606031
chr2,5646896,5648000,0.418737469
chr2,5648117,5649589,0.393450756
chr2,5649589,5651061,0.350339682
chr2,5651061,5652533,0.361004937
chr2,5652533,5654005,0.337975543
chr2,5654005,5655477,0.264123302
chr2,5655477,5656949,0.304054054
chr2,5656989,5658461,0.43464915
chr2,5658461,5659565,0.344278101
chr2,5660077,5661549,0.480600105
chr2,5661549,5663021,0.537138828
chr2,5663021,5664493,0.564158498
chr2,5664493,5665965,0.407133144
chr2,5665965,5667437,0.499385229
chr2,5667437,5668909,0.387574489
chr2,5668909,5670381,0.399904141
chr2,5670381,5671853,0.503546217
chr2,5671853,5673325,0.417187483
chr2,5673325,5674797,0.484307082
chr2,5674797,5676269,0.709843358
chr2,5676269,5677741,0.474999967
chr2,5677741,5679213,0.585726564
chr2,5679213,5680685,0.308534842
chr2,5680685,5682157,0.308399376
chr2,5682157,5683629,0.352544729
chr2,5683629,5684365,0.255029562
chr2,5690979,5692451,0.3668296
chr2,5692451,5693923,0.311363662
chr2,5693923,5695219,0.16852908
chr2,5695219,5696691,0.512134485
chr2,5696691,5698163,0.466372283
chr2,5698163,5699271,0.402007648
chr2,5699271,5700375,0.324024067
chr2,5700447,5701919,0.445176664
chr2,5701919,5703074,0.28323044
chr2,5703074,5704238,0.336965805
chr2,5704238,5705710,0.298290617
chr2,5705710,5707182,0.546229653
chr2,5707182,5708654,0.542751354
chr2,5708654,5709758,0.666638448
chr2,5709937,5711106,0.322118393
chr2,5711106,5712578,0.54968751
chr2,5712578,5714050,0.785400722
chr2,5714050,5715522,0.929347743
chr2,5715522,5716700,0.379328437
chr2,5716711,5718183,0.444081666
chr2,5718183,5719655,0.337198786
chr2,5719655,5721127,0.308346437
chr2,5721127,5722599,0.279420487
chr2,5722599,5724071,0.320756182
chr2,5724071,5725281,0.336594532
chr2,5725281,5726416,0.234577384
chr2,5726416,5727888,0.363128492
chr2,5727888,5729360,0.340584678
chr2,5729360,5730832,0.628882968
chr2,5730832,5732304,0.380141844
chr2,5732304,5733570,0.187941538
chr2,5733570,5735042,0.271682863
chr2,5735042,5736514,0.518953779
chr2,5736514,5737986,0.315816717
chr2,5737986,5739458,0.515747278
chr2,5739458,5740562,0.361523034
chr2,5740644,5742116,0.409986059
chr2,5742116,5743588,0.376697025
chr2,5743588,5745060,0.390091382
chr2,5745060,5746532,0.398301622
chr2,5746532,5748004,0.522622274
chr2,5748004,5749476,0.4818759
chr2,5749476,5750948,0.346591716
chr2,5750948,5752420,0.395400671
chr2,5752420,5753892,0.607133119
chr2,5753892,5755364,0.474314121
chr2,5755364,5756836,0.440856021
chr2,5756836,5757940,0.326918879
chr2,5758197,5759669,0.561699117
chr2,5759842,5761314,0.295981823
chr2,5761314,5762418,0.491176509
chr2,5762669,5764141,0.384000034
chr2,5764141,5765613,0.43525816
chr2,5765613,5767085,0.442665313
chr2,5767085,5768557,0.233489111
chr2,5768557,5770029,0.542099165
chr2,5770029,5771133,0.522242364
chr2,5771314,5772786,0.24147629
chr2,5772786,5774258,0.310184515
chr2,5774258,5775730,0.454418244
chr2,5775730,5777202,0.320222061
chr2,5777233,5778705,0.236324786
chr2,5778705,5780177,0.286896552
chr2,5780177,5781519,0.384650735
chr2,5781519,5782786,0.555094823
chr2,5782973,5784445,0.441372291
chr2,5784445,5785917,0.350679356
chr2,5785917,5787389,0.287213581
chr2,5787389,5788861,0.498239437
chr2,5789032,5790504,0.325452017
chr2,5790504,5791976,0.360309684
chr2,5791976,5793448,0.433084239
chr2,5793448,5794641,0.314606742
chr2,5794780,5796252,0.450067935
chr2,5796252,5797381,0.367095391
chr2,5797381,5798853,0.33728941
chr2,5798853,5800325,0.184627097
chr2,5800325,5801797,0.25502719
chr2,5801797,5803269,0.24088672
chr2,5803269,5804413,0.391214987
chr2,5804413,5805517,0.317898023
chr2,5805582,5807054,0.409172447
chr2,5807054,5808526,0.352445644
chr2,5808526,5809998,0.24970062
chr2,5810198,5811670,0.34375736
chr2,5811670,5813142,0.407758215
chr2,5813142,5814283,0.226746738
chr2,5814283,5815755,0.265592986
chr2,5816027,5817499,0.460597826
chr2,5817499,5818603,0.317880795
chr2,5818683,5819972,0.332823649
chr2,5819972,5821091,0.276606955
chr2,5821091,5822563,0.435092521
chr2,5822563,5824035,0.328804348
chr2,5824035,5825507,0.461956522
chr2,5825507,5826693,0.316213494
chr2,5826693,5828165,0.417223819
chr2,5828165,5829637,0.191087175
chr2,5829892,5831235,0.27022751
chr2,5831235,5832707,0.34205163
chr2,5832707,5833885,0.205025635
chr2,5833885,5835357,0.259749577
chr2,5835357,5836829,0.451679705
chr2,5836829,5838301,0.40122281
chr2,5838301,5839773,0.401908179
chr2,5839773,5840877,0.723297713
chr2,5840885,5842074,0.265421491
chr2,5842074,5843178,0.762117585
chr2,5843233,5844705,0.729619565
chr2,5844705,5846177,3.100625411
chr2,5846177,5847649,0.860886841
chr2,5847649,5849121,0.398572638
chr2,5849121,5850225,0.487499956
chr2,5850243,5851470,0.40974809
chr2,5851470,5852942,0.265442942
chr2,5852942,5854414,0.582112768
chr2,5854414,5855886,0.845581996
chr2,5855886,5857358,0.484510878
chr2,5857358,5858830,0.308429464
chr2,5858830,5859948,0.331225681
chr2,5859948,5861420,0.443135754
chr2,5861420,5862892,0.40794837
chr2,5862892,5864364,0.448709239
chr2,5864364,5865836,0.282066452
chr2,5865981,5867453,0.323369565
chr2,5867453,5868925,0.282724032
chr2,5868925,5870397,0.415896747
chr2,5870397,5871869,0.298834818
chr2,5871869,5873341,0.301987225
chr2,5873341,5874813,0.299927859
chr2,5874813,5875917,0.366018174
chr2,5876037,5877509,0.292041815
chr2,5877509,5878981,0.348573353
chr2,5878981,5880453,0.541268007
chr2,5880453,5881925,0.415473756
chr2,5881925,5883029,0.366574619
chr2,5883231,5884703,0.377537917
chr2,5884703,5886175,0.449236128
chr2,5886175,5887303,0.260112377
chr2,5887303,5888775,0.501834247
chr2,5888775,5890247,0.451154916
chr2,5890247,5891719,0.334042563
chr2,5891719,5893191,0.431071429
chr2,5893191,5894663,0.760957884
chr2,5894663,5896135,4.614365972
chr2,5896135,5897607,0.38845112
chr2,5897607,5899079,0.514175447
chr2,5899079,5900551,0.508720975
chr2,5900551,5902023,0.523301664
chr2,5902023,5903495,0.515605009
chr2,5903495,5904967,0.317621794
chr2,5904967,5906142,0.584411741
chr2,5906142,5907614,0.602235048
chr2,5907614,5909086,0.361742143
chr2,5909086,5910558,0.532292573
chr2,5910649,5912121,0.307608687
chr2,5912121,5913335,0.398474738
chr2,5913335,5914475,0.487904692
chr2,5914475,5915947,0.377421628
chr2,5915947,5917419,0.343029025
chr2,5917419,5918891,0.358361775
chr2,5918891,5920363,0.496368749
chr2,5920363,5921835,0.347554352
chr2,5921835,5923307,0.464616482
chr2,5923307,5924430,0.273308748
chr2,5924430,5925815,0.370378592
chr2,5925815,5927287,0.439871152
chr2,5927287,5928759,0.580638637
chr2,5928759,5930231,0.620835636
chr2,5930231,5931703,0.643614106
chr2,5931703,5933175,0.54361418
chr2,5933175,5934647,0.500058878
chr2,5934647,5936119,0.406302547
chr2,5936119,5937591,0.569767442
chr2,5937591,5939063,0.43615127
chr2,5939063,5940535,0.380366864
chr2,5940535,5941661,0.195227518
chr2,5941661,5943133,1.031230309
chr2,5943133,5944605,0.409670211
chr2,5944605,5946077,0.386387031
chr2,5946077,5947549,0.490431225
chr2,5947549,5948653,0.473427242
chr2,5948685,5950157,0.302752294
chr2,5950223,5951695,4.08063872
chr2,5951695,5953167,1.63983935
chr2,5953167,5954639,0.498683456
chr2,5954639,5956111,0.384128082
chr2,5956111,5957296,0.445890423
chr2,5957296,5958768,0.308713668
chr2,5958768,5960240,0.396603211
chr2,5960240,5961712,0.33753446
chr2,5961712,5963184,0.484279923
chr2,5963184,5964656,0.280264989
chr2,5964656,5965392,0.250390016
chr2,5965964,5967436,0.252307688
chr2,5967436,5968908,0.42288197
chr2,5968908,5970380,0.326147427
chr2,5970380,5971852,0.442161339
chr2,5971852,5972956,0.367955251
chr2,5973246,5974718,0.377184065
chr2,5974718,5976077,0.265221512
chr2,5976077,5977549,0.649796154
chr2,5977549,5979021,0.454096045
chr2,5979021,5980493,0.690923898
chr2,5980493,5981965,0.542703753
chr2,5981965,5983069,0.437214937
chr2,5983223,5984396,0.374552672
chr2,5984396,5985868,0.2922068
chr2,5985868,5987340,0.47737334
chr2,5987340,5988812,0.509176664
chr2,5988812,5990284,0.302217475
chr2,5990284,5991756,0.366711948
chr2,5991756,5993228,0.456447358
chr2,5993228,5994700,0.30971469
chr2,5994700,5996172,0.501945071
chr2,5996461,5997933,0.383440539
chr2,5997933,5999405,0.340247944
chr2,5999405,6000877,0.233516115
chr2,6000877,6002349,0.350036399
chr2,6002349,6003821,0.425407617
chr2,6003821,6004925,0.377255255
chr2,6004988,6006460,0.491779866
chr2,6006460,6007932,0.341964904
chr2,6007932,6009404,0.3064311
chr2,6009404,6010585,0.486626158
chr2,6010585,6012057,0.5324049
chr2,6012057,6013529,0.557140904
chr2,6013529,6015001,0.45841585
chr2,6015001,6016202,0.167382556
chr2,6016202,6017306,0.219069257
chr2,6017426,6018898,0.375473191
chr2,6018898,6020238,0.28575498
chr2,6020238,6021350,0.548898106
chr2,6021350,6022822,0.531521756
chr2,6022822,6023926,0.352123123
chr2,6024002,6025182,0.341730559
chr2,6025433,6026537,0.205696203
chr2,6026758,6028230,0.298564593
chr2,6028248,6029352,0.288888908
chr2,6029544,6031016,0.390600924
chr2,6031025,6032497,0.368750033
chr2,6032497,6033969,0.27279578
chr2,6033969,6035441,0.347554352
chr2,6035441,6036578,0.355754723
chr2,6036578,6038050,0.538510932
chr2,6038050,6039522,0.400517162
chr2,6039522,6040994,0.502107485
chr2,6040994,6042122,0.224854932
chr2,6042122,6043594,0.330910348
chr2,6043594,6044718,0.441033109
chr2,6044718,6046190,0.467119549
chr2,6046190,6047662,0.645188771
chr2,6047662,6049134,0.414275717
chr2,6049134,6050606,0.395736751
chr2,6050639,6052111,0.335190234
chr2,6052111,6053223,0.41119334
chr2,6053223,6054695,0.386579373
chr2,6054695,6056167,0.622235091
chr2,6056167,6057300,0.361040259
chr2,6057300,6058772,0.434850527
chr2,6058772,6060244,0.365013579
chr2,6060244,6061716,0.307948382
chr2,6061716,6063188,0.344498397
chr2,6063188,6064660,0.634008159
chr2,6064660,6066132,0.527180713
chr2,6066132,6067604,0.784225464
chr2,6067604,6069076,0.912737888
chr2,6069076,6070548,0.60455807
chr2,6070548,6072020,0.790720069
chr2,6072020,6073492,0.432900433
chr2,6073492,6074964,0.471548721
chr2,6074964,6076083,0.389819731
chr2,6076083,6077555,0.403783021
chr2,6077555,6079027,0.504191564
chr2,6079027,6080499,0.525363673
chr2,6080499,6081971,0.379045626
chr2,6081971,6083443,0.463790769
chr2,6083443,6084741,0.401980258
chr2,6084803,6086275,0.436141304
chr2,6086275,6087747,0.465557098
chr2,6087747,6089219,0.369089666
chr2,6089219,6090691,0.416226156
chr2,6091113,6091849,0.204188508
chr2,6092286,6093640,0.187951807
chr2,6094201,6095452,0.209360724
chr2,6095452,6096652,0.309661233
chr2,6096652,6098124,2.13727553
chr2,6098124,6099596,0.741093843
chr2,6099596,6100701,0.623933967
chr2,6100701,6102173,0.756636271
chr2,6102173,6103645,0.575939519
chr2,6103693,6105165,0.546952942
chr2,6105165,6106637,0.557853284
chr2,6106637,6108109,0.387099388
chr2,6108109,6109581,0.392255451
chr2,6109581,6111053,0.290217379
chr2,6111053,6112525,0.311295972
chr2,6112525,6113997,0.365119471
chr2,6113997,6115469,0.454768376
chr2,6115469,6116573,0.650369607
chr2,6116584,6118056,0.385294148
chr2,6118056,6119528,1.105930743
chr2,6119528,6121000,0.458910355
chr2,6121000,6122472,0.518274473
chr2,6122472,6123944,0.670590981
chr2,6123944,6125416,0.557404891
chr2,6125416,6126888,0.735721255
chr2,6126888,6128360,0.785027131
chr2,6128360,6129832,1.303777114
chr2,6129832,6131304,2.800168754
chr2,6131304,6132776,0.412362405
chr2,6132776,6134248,0.471952088
chr2,6134699,6136171,0.259246088
chr2,6136171,6137324,0.275230599
chr2,6137324,6138428,0.593274505
chr2,6138459,6139589,0.43739215
chr2,6139589,6140714,0.419974044
chr2,6140743,6141896,0.260458167
chr2,6141896,6143368,0.348931763
chr2,6143368,6144840,0.388897595
chr2,6144840,6146312,0.361002183
chr2,6146312,6147784,0.996773015
chr2,6147784,6149256,0.87199717
chr2,6149256,6150728,0.740332811
chr2,6150728,6151832,0.556532811
chr2,6152006,6153478,0.446467358
chr2,6153478,6154950,0.461393229
chr2,6154950,6156054,0.256756757
chr2,6156231,6157703,0.378900523
chr2,6157703,6159175,0.666494577
chr2,6159175,6160647,0.326315798
chr2,6160665,6162137,0.727540887
chr2,6162137,6163609,1.1382608
chr2,6163609,6165081,0.459350869
chr2,6165127,6166599,0.466440201
chr2,6166599,6168071,0.764178069
chr2,6168071,6169543,0.535656954
chr2,6169543,6171015,0.35264944
chr2,6171015,6172487,0.504591122
chr2,6172487,6173959,0.62745504
chr2,6173959,6175431,0.468786585
chr2,6175431,6176903,0.385049571
chr2,6176903,6178375,0.497228291
chr2,6178375,6179847,0.433489078
chr2,6179847,6181319,0.570835611
chr2,6181319,6182791,0.25626375
chr2,6182791,6183943,0.363025249
chr2,6183943,6185415,0.346730204
chr2,6185415,6186887,0.422023408
chr2,6186887,6188359,0.546148134
chr2,6188359,6189831,0.459578846
chr2,6189831,6191303,0.368937355
chr2,6191303,6192775,0.618879111
chr2,6192775,6194247,0.708026455
chr2,6194247,6195719,0.755061191
chr2,6195719,6196932,0.391276434
chr2,6196932,6198084,0.289068832
chr2,6198084,6199188,0.240252719
chr2,6199194,6200320,0.178187416
chr2,6200320,6201792,0.452898551
chr2,6201837,6203309,0.304190332
chr2,6203309,6204781,0.416163002
chr2,6204781,6206253,0.442620582
chr2,6206253,6207725,0.463504585
chr2,6207725,6209197,0.438791822
chr2,6209197,6210669,0.695047586
chr2,6210669,6212141,0.596807024
chr2,6212141,6213613,2.532724132
chr2,6213613,6215085,0.527241831
chr2,6215085,6216557,0.532506777
chr2,6216557,6218029,0.329374094
chr2,6218029,6219501,0.525000075
chr2,6219501,6220973,0.967133066
chr2,6220973,6222445,0.696548877
chr2,6222445,6223603,0.428145274
chr2,6223884,6225356,0.386084584
chr2,6225356,6226828,0.513143652
chr2,6226828,6228300,0.421110366
chr2,6228300,6229772,0.401290769
chr2,6229772,6231244,0.450242559
chr2,6231244,6232716,0.471795604
chr2,6232716,6234188,0.797520347
chr2,6234188,6235660,0.326666676
chr2,6235660,6236831,0.210645171
chr2,6236831,6238303,0.527449847
chr2,6238303,6239775,0.741100477
chr2,6239775,6241247,0.391779858
chr2,6241247,6242719,0.409936108
chr2,6242719,6244191,0.342035083
chr2,6244191,6245663,0.279605702
chr2,6245663,6247135,0.252257535
chr2,6247164,6248636,0.445915077
chr2,6248636,6250108,0.335205188
chr2,6250108,6251580,0.559375017
chr2,6251580,6253052,0.699144115
chr2,6253052,6254156,0.510755849
chr2,6254299,6255771,0.31352459
chr2,6255771,6257243,1.032995804
chr2,6257243,6258505,0.622523833
chr2,6258505,6259977,0.635489215
chr2,6259977,6261449,0.45633801
chr2,6261449,6262921,0.486826257
chr2,6262921,6264393,0.475375066
chr2,6264393,6265865,0.812975593
chr2,6265865,6267337,0.30442781
chr2,6267337,6268809,0.992534057
chr2,6268809,6270281,0.490144736
chr2,6270281,6271405,0.318928896
chr2,6271405,6272877,0.43811143
chr2,6272877,6274349,0.454184704
chr2,6274349,6275085,0.32919581
chr2,6275480,6276952,0.365149457
chr2,6276952,6278424,0.484103286
chr2,6278424,6279576,0.72004922
chr2,6279576,6281048,0.378586312
chr2,6281048,6282520,0.459918478
chr2,6282520,6283992,0.591447001
chr2,6283992,6285135,0.392205153
chr2,6285135,6286607,0.319575472
chr2,6286607,6287744,0.366472339
chr2,6287744,6288848,0.405032625
chr2,6288867,6290339,0.203286778
chr2,6290339,6291811,0.26967278
chr2,6291811,6293283,0.407169272
chr2,6293283,6294755,0.291943829
chr2,6294755,6296227,0.362641243
chr2,6296227,6297494,0.320223649
chr2,6297494,6298966,0.516983696
chr2,6298966,6300438,0.344252474
chr2,6300462,6301776,0.493972297
chr2,6301776,6302880,0.294034366
chr2,6303284,6304756,0.356861446
chr2,6304756,6306228,0.433704494
chr2,6306228,6307700,0.462160359
chr2,6307700,6309172,0.432550899
chr2,6309172,6310644,0.534286876
chr2,6310644,6312116,0.40945379
chr2,6312116,6313588,0.555715349
chr2,6313588,6315060,0.529483671
chr2,6315060,6316532,0.417363546
chr2,6316532,6318004,0.55686138
chr2,6318004,6319476,0.483171711
chr2,6319476,6320948,0.662595127
chr2,6320948,6322420,1.350142437
chr2,6322420,6323892,4.025726982
chr2,6323892,6325364,1.013342401
chr2,6325364,6326836,0.976833109
chr2,6326836,6328308,0.356238549
chr2,6328392,6329864,0.701256793
chr2,6329864,6331336,0.703186118
chr2,6331336,6332808,0.432363387
chr2,6332808,6334280,0.894483732
chr2,6334280,6335752,0.362499983
chr2,6335752,6337224,0.452026158
chr2,6337224,6338696,0.346498235
chr2,6338696,6340168,0.456720619
chr2,6340168,6341640,0.416576095
chr2,6341640,6342798,0.274857697
chr2,6342798,6344270,0.368033863
chr2,6344270,6345742,0.392315864
chr2,6345742,6347214,0.206920689
chr2,6347214,6348469,0.237121221
chr2,6348469,6349941,0.438894604
chr2,6349941,6351413,0.758179374
chr2,6351413,6352885,0.629646026
chr2,6352885,6354357,0.618961688
chr2,6354357,6355829,0.288392213
chr2,6355829,6357301,0.571263645
chr2,6357301,6358773,0.539008099
chr2,6358773,6360245,0.685930667
chr2,6360245,6361717,0.442248595
chr2,6361717,6363189,0.704619615
chr2,6363189,6364661,0.557269055
chr2,6364661,6365777,0.438196945
chr2,6365777,6367249,1.155570652
chr2,6367249,6368721,0.911766384
chr2,6368721,6369825,0.320861678
chr2,6369836,6371308,0.536920343
chr2,6371308,6372780,0.494328331
chr2,6372780,6374252,0.484177663
chr2,6374252,6375724,0.601494582
chr2,6375724,6377196,0.635611451
chr2,6377196,6378389,0.711309151
chr2,6378389,6379861,0.856175298
chr2,6379861,6381333,0.686086986
chr2,6381333,6382805,0.441786933
chr2,6382805,6384277,0.398708362
chr2,6384277,6385749,0.554849749
chr2,6385835,6387307,0.840557098
chr2,6387307,6388779,0.685047564
chr2,6388779,6390251,0.444178082
chr2,6390251,6391723,0.277225528
chr2,6391723,6393195,0.563478263
chr2,6393195,6394667,0.630519014
chr2,6394667,6396139,0.486129818
chr2,6396139,6397611,0.404891304
chr2,6397611,6399083,0.359070588
chr2,6399158,6400630,0.387771731
chr2,6400630,6402102,0.437228286
chr2,6402102,6403317,0.542058794
chr2,6403317,6404789,0.667269043
chr2,6404789,6406261,1.120462086
chr2,6406261,6407733,0.526503018
chr2,6407733,6409205,0.555991919
